Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	P093501_1 Spectral Count	P093502_2 Spectral Count	P093503_3 Spectral Count	P093504_4 Spectral Count	P093505_5 Spectral Count	P093506_6 Spectral Count	P093507_7 Spectral Count	P093508_8 Spectral Count	P093509_9 Spectral Count	P093510_10 Spectral Count	P093511_11 Spectral Count	P093512_12 Spectral Count	P093513_13 Spectral Count	P093514_14 Spectral Count	P093515_15 Spectral Count	P093516_16 Spectral Count	P093501_1 Unique Spectral Count	P093502_2 Unique Spectral Count	P093503_3 Unique Spectral Count	P093504_4 Unique Spectral Count	P093505_5 Unique Spectral Count	P093506_6 Unique Spectral Count	P093507_7 Unique Spectral Count	P093508_8 Unique Spectral Count	P093509_9 Unique Spectral Count	P093510_10 Unique Spectral Count	P093511_11 Unique Spectral Count	P093512_12 Unique Spectral Count	P093513_13 Unique Spectral Count	P093514_14 Unique Spectral Count	P093515_15 Unique Spectral Count	P093516_16 Unique Spectral Count	P093501_1 Total Spectral Count	P093502_2 Total Spectral Count	P093503_3 Total Spectral Count	P093504_4 Total Spectral Count	P093505_5 Total Spectral Count	P093506_6 Total Spectral Count	P093507_7 Total Spectral Count	P093508_8 Total Spectral Count	P093509_9 Total Spectral Count	P093510_10 Total Spectral Count	P093511_11 Total Spectral Count	P093512_12 Total Spectral Count	P093513_13 Total Spectral Count	P093514_14 Total Spectral Count	P093515_15 Total Spectral Count	P093516_16 Total Spectral Count	P093501_1 Intensity	P093502_2 Intensity	P093503_3 Intensity	P093504_4 Intensity	P093505_5 Intensity	P093506_6 Intensity	P093507_7 Intensity	P093508_8 Intensity	P093509_9 Intensity	P093510_10 Intensity	P093511_11 Intensity	P093512_12 Intensity	P093513_13 Intensity	P093514_14 Intensity	P093515_15 Intensity	P093516_16 Intensity	P093501_1 MaxLFQ Intensity	P093502_2 MaxLFQ Intensity	P093503_3 MaxLFQ Intensity	P093504_4 MaxLFQ Intensity	P093505_5 MaxLFQ Intensity	P093506_6 MaxLFQ Intensity	P093507_7 MaxLFQ Intensity	P093508_8 MaxLFQ Intensity	P093509_9 MaxLFQ Intensity	P093510_10 MaxLFQ Intensity	P093511_11 MaxLFQ Intensity	P093512_12 MaxLFQ Intensity	P093513_13 MaxLFQ Intensity	P093514_14 MaxLFQ Intensity	P093515_15 MaxLFQ Intensity	P093516_16 MaxLFQ Intensity	Indistinguishable Proteins
XP_044390219.1	XP_044390219.1			1022				1.0	0.999	15	55	0	55	0	0	3	8	4	5	6	11	2	0	0	1	1	3	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	4	5	6	11	2	0	0	1	1	3	8	3	0.0	0.0	1.6566626E7	4.311143E7	1.9600698E7	2.063862E7	2.5336704E7	1.1554762E8	156592.97	0.0	0.0	0.0	2.6961948E7	9598654.0	3.4481044E7	1.1791492E7	0.0	0.0	1.0218911E7	1.5161046E7	1.0649544E7	1.4287969E7	1.4834429E7	1.6251361E7	8372481.5	0.0	0.0	0.0	1.0178028E7	1.7131922E7	1.3540266E7	1.0960849E7	XP_044390220.1
XP_044390224.1	XP_044390224.1			434				0.9997	0.999	3	7	5	7	0	0	1	1	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	3	2	0	0	0.0	0.0	3374744.5	0.0	0.0	0.0	0.0	4144535.0	0.0	0.0	0.0	0.0	8194382.5	2.4155178E7	0.0	0.0	0.0	0.0	3374744.5	0.0	0.0	0.0	0.0	4144535.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
XP_044390225.1	XP_044390225.1			312				1.0	0.999	3	20	0	20	0	0	4	1	0	2	1	1	3	2	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	2	1	1	3	2	2	2	0	2	0	0	0.0	0.0	1.3825429E7	589101.3	0.0	5246501.0	2991123.2	879961.1	1.7160416E7	1154668.6	4276716.5	3629702.0	307801.44	400659.62	0.0	0.0	0.0	0.0	1841765.9	1638893.1	0.0	942654.25	681959.6	2448071.8	3328262.8	3212314.2	1969450.1	1.0097913E7	856310.56	1114644.1	0.0	0.0	XP_044390226.1
XP_044390228.1	XP_044390228.1			357				1.0	0.999	13	225	2	225	11	15	10	19	13	4	10	7	22	31	35	16	13	12	5	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	11	15	10	19	13	4	10	7	22	31	35	16	13	12	5	2	1.1828102E8	1.2222389E8	3.0608406E8	1.4957597E8	2.4462778E8	1.6152821E7	2.7116828E7	6.441549E7	1.6327517E8	3.2755885E8	3.6131654E8	2.976091E7	3.1817704E7	2.0329022E7	5.3913504E7	1.2090424E7	9.547534E7	8.154895E7	3.746931E7	5.55127E7	4.9182584E7	2.812089E7	2.5485102E7	3.015627E7	6.6120576E7	9.1846504E7	7.614054E7	3.0700708E7	3.0780086E7	2.301935E7	3.4911464E7	4.181412E7	
XP_044390232.1	XP_044390232.1			295				1.0	0.999	11	612	0	754	118	115	11	45	91	7	9	8	44	30	14	31	36	34	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	141	14	60	110	10	10	11	52	35	18	41	45	42	18	8	1.1268457E10	2.280163E10	4.8622996E7	3.434828E9	6.15397E9	7452326.0	7.921472E7	5.3975748E7	3.0141097E9	3.433938E8	2.9797466E8	1.7107226E9	1.6747025E9	3.2560788E9	1.08022344E8	4.4190856E7	5.441096E9	8.506211E9	6.800538E7	7.378075E8	1.6965556E9	7.119595E7	8.9936216E7	1.1513467E8	4.307704E8	1.7199184E8	1.752832E8	3.3058224E8	2.8111952E8	2.6383536E8	1.3353272E8	5.8832092E7	XP_044398905.1
XP_044390237.1	XP_044390237.1			609				1.0	0.999	26	22	13	244	0	0	2	2	1	1	2	1	3	3	1	2	3	1	0	0	0	0	1	1	1	1	1	1	2	1	1	1	2	0	0	0	1	2	19	27	16	18	18	22	15	16	14	19	20	23	10	4	0.0	0.0	2307439.2	2396116.5	0.0	478941.5	4495700.5	1848343.1	1630895.0	412136.78	3.3938484E7	1287436.9	958512.3	182827.62	0.0	0.0	0.0	0.0	1345554.1	1736962.6	0.0	376543.1	2160588.2	1453164.6	1243339.2	1547637.1	0.0	856336.5	753580.94	686545.9	0.0	0.0	
XP_044390247.1	XP_044390247.1			311				1.0	0.999	6	41	11	41	6	17	0	3	7	0	0	0	4	1	1	0	0	2	0	0	1	6	0	0	2	0	0	0	1	0	0	0	0	1	0	0	6	17	0	3	7	0	0	0	4	1	1	0	0	2	0	0	2.1648613E8	4.8199603E8	0.0	1987833.2	3.816789E7	0.0	0.0	0.0	1.3865939E7	0.0	6348052.0	0.0	0.0	2940565.2	0.0	0.0	9.276781E7	2.784708E8	0.0	1772369.9	2.264226E7	0.0	0.0	0.0	1.0968629E7	0.0	5659980.0	0.0	0.0	5316272.0	0.0	0.0	
XP_044390248.1	XP_044390248.1			1967				1.0	0.999	67	153	125	1608	1	1	17	13	9	8	14	14	6	2	3	17	13	12	17	6	1	1	16	11	7	7	13	12	4	1	2	12	12	9	13	4	18	25	132	122	76	127	122	146	89	55	89	136	135	82	149	105	4938630.0	5639762.0	4.7814788E7	1.2871545E8	1.0326359E7	5.0029704E7	4.9008256E7	1.5106251E8	2.368552E7	1.2608309E7	2.333045E7	6.518377E7	6.75193E7	3.756004E7	1.6354693E8	8.1879576E7	8110246.0	9261649.0	2.3931628E7	2.5133786E7	1.0926521E7	2.2906614E7	2.6031652E7	3.0079438E7	1.7695122E7	1.5793554E7	2.2065552E7	2.6087498E7	2.6510588E7	2.4380238E7	3.4239816E7	2.9298056E7	
XP_044390249.1	XP_044390249.1			420				0.9998	0.999	15	155	0	283	1	11	21	15	18	12	15	6	9	7	7	8	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	20	35	32	34	22	28	13	14	11	10	16	20	21	0	2	3204712.2	1.4988352E8	9.7252966E8	8.505678E7	9.456413E7	6.033174E8	7.770058E8	4.861751E7	3.7324396E7	3.896366E7	3.6727684E7	7.370194E7	7.6673576E7	4.3017868E7	0.0	0.0	4.483763E7	8.4716E7	7.2006E7	6.1602604E7	6.093091E7	4.6646856E7	6.556153E7	4.092194E7	2.8717502E7	3.1581052E7	2.9425772E7	4.7973092E7	5.3410508E7	3.5206344E7	0.0	0.0	
XP_044390251.1	XP_044390251.1			401				1.0	0.999	8	36	0	82	0	0	6	6	5	4	2	1	0	0	1	4	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	13	10	7	7	3	2	1	3	7	9	5	2	1	0.0	0.0	2.382199E8	1.439878E8	5.7502308E7	1.09815224E8	1.3374595E8	3.0178346E7	0.0	0.0	4.8378212E7	2.6408955E8	7.709021E8	526011.3	0.0	3.3768756E7	0.0	0.0	9.298855E7	9.277849E7	6.4676336E7	5.34836E7	7.4176904E7	3.7189468E7	0.0	0.0	5.9617584E7	1.2415864E8	1.5215326E8	1.8915892E7	0.0	4.1614012E7	XP_044390254.1
XP_044390252.1	XP_044390252.1			807				1.0	0.999	35	45	31	596	0	1	8	3	5	3	5	4	1	1	2	4	2	3	3	0	0	1	5	2	2	3	3	3	1	1	2	3	2	3	0	0	1	6	78	72	50	58	57	31	23	28	29	57	50	41	11	4	0.0	1599840.5	3.852179E7	3.3707264E7	1.7939252E7	2.336119E7	2.523447E7	1.612777E7	0.0	3707519.8	3014200.2	2925593.5	3924420.0	3711349.8	8067522.5	0.0	0.0	2936805.5	1.3030126E7	1.1620816E7	8114747.0	8755738.0	9464349.0	8762638.0	0.0	6805844.0	5533126.5	5370472.5	7204004.5	6812874.5	4825548.5	0.0	
XP_044390260.1	XP_044390260.1			500				1.0	0.999	9	60	26	60	1	3	3	6	7	5	6	4	3	3	4	7	6	2	0	0	0	0	1	3	4	3	3	3	2	2	1	2	1	1	0	0	1	3	3	6	7	5	6	4	3	3	4	7	6	2	0	0	1.5784273E7	2.0157734E7	1.4168715E7	5.7289264E7	5.3750028E7	9.086606E7	2.7242088E7	5.4557332E7	2.9491614E7	1.5698011E7	3.2859606E7	5.782682E7	6.0771884E7	2.4582424E7	0.0	0.0	1.7288776E7	2.2079102E7	2.251484E7	3.6142336E7	2.9433012E7	4.306675E7	2.551111E7	3.198949E7	3.091753E7	1.2246546E7	2.5045716E7	3.5427364E7	2.9988316E7	1.9964964E7	0.0	0.0	
XP_044390261.1	XP_044390261.1			1045				1.0	0.999	39	34	21	709	0	0	1	4	3	2	1	2	1	1	1	5	4	4	4	1	0	0	1	3	1	2	1	1	1	1	1	2	2	2	2	1	5	7	53	59	33	68	59	70	26	16	24	62	72	59	57	39	0.0	0.0	640092.25	3.164838E7	2.6558436E7	916703.75	602318.0	2.5203874E7	322268.72	235414.75	302823.9	5.791563E7	2.0670408E7	3.5970708E7	2.4521126E7	712536.56	0.0	0.0	3391806.8	5442307.0	2141302.2	4857553.0	3191643.5	4969072.5	1707680.8	1247447.2	1604644.0	3991387.8	4670388.0	3404648.8	4794752.5	3775684.5	
XP_044390279.1	XP_044390279.1			351				0.9996	0.999	11	6	6	142	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	1	0	4	6	1	12	6	5	6	3	10	6	7	22	23	16	7	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3587005.0	5154291.5	6085376.0	4883100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3587005.0	5154291.5	6085376.0	4883100.0	0.0	
XP_044390280.1	XP_044390280.1			475				1.0	0.999	48	753	578	1739	18	28	46	34	37	61	70	34	35	33	34	77	81	62	59	44	14	25	37	27	29	44	52	30	26	24	25	61	63	46	43	32	45	62	94	93	91	151	149	88	77	70	69	175	184	136	149	106	8.614377E8	1.0451298E9	2.4611704E9	7.888752E8	1.6271564E9	6.544949E9	7.5134597E9	2.1319647E9	1.4109833E9	1.04800224E9	1.5121728E9	1.4204047E10	1.735248E10	9.813683E9	8.292826E9	8.949487E9	4.8245286E8	4.7962947E8	6.887728E8	2.8791574E8	6.34195E8	1.8476358E9	1.8411281E9	4.8923818E8	4.8586624E8	4.1155536E8	5.234761E8	2.8003814E9	3.0631022E9	1.1439935E9	2.2285988E9	2.0269674E9	
XP_044390286.1	XP_044390286.1			302				1.0	0.999	25	2931	0	2931	85	150	225	223	171	204	220	145	186	174	183	203	198	232	182	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	150	225	223	171	204	220	145	186	174	183	203	198	232	182	150	1.2976293E10	2.0748816E10	5.2724023E10	2.5396965E10	1.7644351E10	3.7990216E10	4.74083E10	2.6640388E10	3.3866279E10	2.3741766E10	2.191188E10	4.6775788E10	4.6089314E10	2.8061129E10	4.358142E10	3.525176E10	8.601372E9	1.1217159E10	1.8726525E10	1.3011422E10	1.0397614E10	1.5138347E10	1.3981383E10	1.0142948E10	1.4464273E10	1.2992777E10	1.2893362E10	1.6132796E10	1.5114404E10	1.3944627E10	1.6892299E10	1.4191234E10	XP_044390288.1, XP_044398963.1, XP_044398964.1
XP_044390292.1	XP_044390292.1			436				1.0	0.999	13	59	0	69	0	0	6	20	24	3	1	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	24	27	4	1	0	0	0	0	5	1	1	0	0	0.0	0.0	1.982153E8	1.301904E8	3.7820883E8	3.0796822E7	3.493815E7	0.0	0.0	0.0	0.0	1.9348363E8	1.8693152E7	8729723.0	0.0	0.0	0.0	0.0	4.617545E7	1.2077904E8	1.8214485E8	3.4161E7	4.3308144E7	0.0	0.0	0.0	0.0	4.4128944E7	2.8949078E7	1.3519252E7	0.0	0.0	XP_044390293.1
XP_044390298.1	XP_044390298.1			606				1.0	0.999	30	393	50	432	0	1	57	20	10	30	44	24	23	8	14	37	31	33	41	20	0	0	11	4	1	1	7	2	4	0	2	7	3	3	3	2	0	1	61	23	14	31	49	26	26	9	16	41	34	36	44	21	0.0	0.0	1.1576969E9	1.6287222E8	1.7635438E8	4.9045043E8	7.0521696E8	2.9372598E8	4.8968074E8	6.6946264E7	1.6107387E8	6.787134E8	4.764051E8	5.187837E8	6.430093E8	6.723072E8	0.0	0.0	2.4193525E8	9.85521E7	6.0304148E7	1.2165847E8	1.7916547E8	1.1755154E8	1.1998006E8	4.5999772E7	3.9597988E7	1.3392653E8	1.3097813E8	1.0828752E8	1.8608459E8	1.5058974E8	
XP_044390299.1	XP_044390299.1			997				1.0	0.999	46	268	12	1748	3	3	26	24	18	16	18	26	14	29	29	17	18	14	8	5	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	24	45	140	158	105	124	115	142	112	139	143	133	138	113	67	50	7252345.5	7.827168E7	3.8831248E8	4.225734E8	4.061437E8	3.7322582E8	4.642743E8	4.360199E8	4.6605622E8	6.931583E8	8.053821E8	4.6501965E8	3.988761E8	2.4783485E8	5.5120376E7	5.1849476E7	6.996811E7	1.2618903E8	8.8836344E7	9.970671E7	8.112416E7	1.00721016E8	1.10824296E8	1.1923036E8	1.1377826E8	1.4145582E8	1.3205764E8	1.0298476E8	9.634197E7	6.5782868E7	5.941405E7	8.9871544E7	
XP_044390302.1	XP_044390302.1			1221				1.0	0.999	60	1690	0	1690	26	22	129	128	69	157	156	146	86	69	79	176	152	131	101	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	22	129	128	69	157	156	146	86	69	79	176	152	131	101	63	1.5805558E8	1.9312832E8	1.2418693E9	1.6468576E9	5.4878886E8	1.1834113E9	1.632207E9	1.6970596E9	8.4723814E8	2.1400212E9	7.045517E8	1.8889527E9	2.1574792E9	2.6045632E9	2.2724995E9	7.9962874E8	1.8765584E8	1.5591874E8	3.4244102E8	3.46776E8	2.3840771E8	3.7186605E8	4.2160528E8	4.36192E8	2.6986995E8	2.5396506E8	2.5490128E8	3.6663904E8	3.6892304E8	3.0454902E8	3.3227178E8	2.9158627E8	XP_044398982.1
XP_044390303.1	XP_044390303.1			613				1.0	0.999	26	41	25	536	2	1	4	2	3	5	4	1	1	1	1	4	5	4	1	2	0	0	3	1	2	4	3	0	0	0	0	3	4	3	1	1	7	17	41	38	44	42	42	33	17	21	21	40	52	44	41	36	0.0	0.0	7.5603704E7	2.0607906E8	1.7490803E8	7.5424344E7	3.3062013E8	1.689621E8	1.7010176E8	6.5929884E7	1.4506016E8	4.10639E8	4.4004346E8	1.6363589E8	5.9565624E7	2.5528435E8	0.0	0.0	1.5887405E8	1.0394831E8	1.07891496E8	1.367541E8	2.2300382E8	9.671088E7	9.45093E7	5.294597E7	9.883338E7	1.984971E8	2.8459274E8	1.0046348E8	1.4480229E8	1.4487384E8	
XP_044390307.1	XP_044390307.1			468				1.0	0.999	21	60	21	675	3	0	2	3	3	1	4	3	2	5	8	6	5	6	5	4	2	0	2	1	1	1	1	2	1	1	1	3	1	2	1	1	10	7	14	19	21	27	39	58	52	70	86	39	52	58	61	62	1.7627964E7	0.0	4390820.5	1.3026778E7	1.2586034E7	8330184.5	1.6638892E7	2.1249742E7	1.7555504E7	3.9681896E7	4.485432E7	2.3273606E7	1.7573344E7	2.0969044E7	1.7035832E7	1.871243E7	9981553.0	0.0	4562181.0	7376171.0	7100139.5	8655287.0	9414602.0	1.197097E7	9911912.0	2.0579382E7	1.7184982E7	7827185.5	8412860.0	7889835.0	9643448.0	1.0585889E7	
XP_044390308.1	XP_044390308.1			1427				1.0	0.9982	26	2	0	77	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	30	20	26	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	XP_044390317.1, XP_044390326.1
XP_044390312.1	XP_044390312.1			300				0.991	0.9989	2	8	0	8	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	0	0.0	0.0	0.0	0.0	1327954.2	0.0	0.0	0.0	0.0	0.0	0.0	3904709.0	4594572.0	333726.03	2028551.9	0.0	0.0	0.0	0.0	0.0	1162757.6	0.0	0.0	0.0	0.0	0.0	0.0	3418965.8	3481055.8	1877069.4	1776201.4	0.0	XP_044390313.1
XP_044390329.1	XP_044390329.1			779				0.9999	0.999	38	1	1	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	62	19	12	46	56	10	32	6	9	67	61	50	69	53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6851304E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
XP_044390348.1	XP_044390348.1			415				1.0	0.999	16	120	0	120	5	8	16	4	6	9	8	9	8	3	4	7	8	9	11	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	16	4	6	9	8	9	8	3	4	7	8	9	11	5	1.1121758E8	1.007675E8	5.7579652E7	5.0180456E7	2.4068202E7	5.212263E7	5.6460464E7	4.763643E7	5.9309904E7	3.1121576E7	4.4339116E7	9.556506E7	9.76319E7	1.1555095E8	1.2506111E8	3.4689144E7	5.033323E7	1.01499544E8	6.0013356E7	3.0053404E7	2.196335E7	3.0285188E7	3.681102E7	4.883177E7	3.1469996E7	2.1392506E7	4.144411E7	3.8150556E7	4.036746E7	8.055765E7	5.1497084E7	2.8327758E7	XP_044399002.1
XP_044390358.1	XP_044390358.1			545				1.0	0.999	4	21	0	31	0	1	4	1	3	2	4	2	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	3	3	5	3	2	1	3	0	2	0	1	0	0.0	1.7938844E7	1.0188358E7	2130858.0	1213003.9	1625998.4	1562653.4	6.8885064E7	1.1932238E7	0.0	2.928929E7	0.0	9847442.0	0.0	0.0	0.0	0.0	1.1366559E7	5399476.5	6907060.5	3310829.2	5270585.5	5065256.0	5948623.5	7560604.0	0.0	1.8558524E7	0.0	6239618.0	0.0	0.0	0.0	XP_044390359.1, XP_044390360.1, XP_044399010.1, XP_044399012.1
XP_044390361.1	XP_044390361.1			175				1.0	0.999	9	115	0	115	0	0	4	1	2	3	3	0	7	1	6	35	25	20	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	3	3	0	7	1	6	35	25	20	6	2	0.0	0.0	8964140.0	0.0	5864136.0	2387934.0	1.1988936E7	3556571.5	1.3584412E7	2089925.4	1.2496973E7	9.607694E8	4.8225942E8	4.698559E8	3.6503052E7	4719351.0	0.0	0.0	9288378.0	0.0	6170834.0	4923000.5	1.2120602E7	8347707.5	1.4855869E7	1.1071936E7	1.3761234E7	3.9985476E7	4.6842416E7	3.5399516E7	6934258.0	5244538.5	XP_044448598.1
XP_044390366.1	XP_044390366.1			754				1.0	0.999	19	174	1	174	28	53	1	15	32	0	1	0	1	0	0	3	10	29	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	53	1	15	32	0	1	0	1	0	0	3	10	29	1	0	1.5475224E8	7.7075635E8	3090826.8	8.811048E7	3.071773E8	0.0	5631718.0	4177710.8	3.597718E7	0.0	0.0	5.788169E7	8.75387E7	3.4325283E8	0.0	5447379.5	3.4644424E7	1.6551264E8	1.600935E7	2.1996672E7	2.4732122E7	0.0	2.9170236E7	2.163901E7	1.6076119E7	0.0	0.0	1.839118E7	2.9945322E7	8.7702056E7	0.0	2.821543E7	
XP_044390368.1	XP_044390368.1			464				1.0	0.999	9	28	0	28	0	0	0	10	2	1	0	8	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	1	0	8	0	0	0	5	1	1	0	0	0.0	0.0	0.0	2.3143386E7	1.0896356E7	4232961.5	0.0	3.193403E7	0.0	0.0	0.0	1.6239683E7	5980960.5	1.037539E7	0.0	0.0	0.0	0.0	0.0	1.077795E7	8113792.5	4935687.0	0.0	1.0423481E7	0.0	0.0	0.0	8282696.0	6973876.0	1.2097837E7	0.0	0.0	XP_044399021.1
XP_044390369.1	XP_044390369.1			533				1.0	0.999	8	12	4	15	1	8	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	2	1	1	0	0	1	0	0	0	0	0	1	0	0	1802636.5	2.9349482E8	0.0	0.0	3.2550288E7	0.0	0.0	0.0	0.0	0.0	0.0	229088.81	0.0	0.0	0.0	0.0	7882251.0	2.3793446E7	0.0	0.0	6809307.5	0.0	0.0	0.0	0.0	0.0	0.0	1001719.2	0.0	0.0	0.0	0.0	
XP_044390370.1	XP_044390370.1			306				0.9999	0.999	8	11	0	159	0	1	2	0	0	0	3	1	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	15	10	9	10	8	11	10	7	2	7	24	17	12	6	4	0.0	1.258738E7	1.8578316E7	1.1634583E7	1.384616E7	1.1408204E7	1.4154299E7	2.1799418E7	9833486.0	0.0	1.2778535E7	4.643084E7	3.642109E7	1.7222892E7	0.0	0.0	0.0	1.258738E7	1.8578316E7	1.1634583E7	1.384616E7	1.1408204E7	1.4154299E7	2.1799418E7	9833486.0	0.0	1.2778535E7	4.643084E7	3.642109E7	1.7222892E7	0.0	0.0	
XP_044390373.1	XP_044390373.1			166				1.0	0.999	9	111	38	477	4	11	9	11	9	5	7	7	5	2	3	11	12	9	4	2	1	4	4	3	1	0	3	1	2	1	1	5	5	6	1	0	18	37	37	46	34	24	26	31	16	16	24	37	44	38	28	21	7.715475E7	1.491256E8	8.752124E7	1.0615714E8	5.096035E7	5.3210696E7	7.159939E7	7.047344E7	4.1114136E7	2.282286E7	3.734772E7	1.0451808E8	1.1226223E8	9.129422E7	6.6417884E7	5.7350052E7	4.039943E7	7.769173E7	3.42704E7	4.2577644E7	3.058666E7	3.2151118E7	2.7992436E7	3.691712E7	2.1019276E7	2.3381804E7	2.3080528E7	4.112251E7	4.502007E7	2.7218004E7	1.9916266E7	7.556045E7	
XP_044390377.1	XP_044390377.1			516				0.9956	0.999	4	7	7	13	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	2	1	1	1	4	1	0	0	0	0.0	0.0	9787458.0	0.0	0.0	1.8987158E7	1.6958764E7	1.2833643E7	9245705.0	0.0	0.0	6106778.5	6762312.5	0.0	0.0	0.0	0.0	0.0	9787458.0	0.0	0.0	1.8987158E7	1.6958764E7	1.2833643E7	9245705.0	0.0	0.0	6106778.5	6762312.5	0.0	0.0	0.0	
XP_044390379.1	XP_044390379.1			126				1.0	0.999	10	118	0	118	2	1	5	31	3	5	4	12	5	3	3	7	12	20	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	31	3	5	4	12	5	3	3	7	12	20	4	1	4923223.5	7.232875E7	1.4352014E8	1.00066515E9	1.0029219E8	5.7585588E7	1.32729144E8	3.1706208E8	1.24734136E8	1.0658437E8	1.0963396E8	4.182343E8	1.02768614E9	5.3110536E7	8.142176E7	6.362557E7	2.02328E8	5.9212024E7	1.24319336E8	3.8573357E8	8.592331E7	5.3294252E7	9.789012E7	2.3171104E8	9.2446904E7	9.121534E7	1.14501784E8	2.3800427E8	3.36527E8	7.4165016E7	7.011876E7	5.2087148E7	XP_044399030.1
XP_044390380.1	XP_044390380.1			864				1.0	0.999	75	658	304	5528	4	9	38	72	1	51	36	2	51	4	28	84	97	102	41	38	0	2	21	33	0	20	13	0	24	3	18	40	47	46	22	15	36	78	277	581	6	497	355	52	366	43	156	633	801	1083	302	262	1.7886128E7	3.6672644E7	1.3277488E8	1.1292851E9	775303.56	5.1654243E8	2.2066496E8	8113102.0	5.0501978E8	1.2098321E7	1.9944251E8	1.0222448E9	1.5812172E9	2.4361196E9	4.93661E8	4.6515667E8	2.705767E7	2.5997262E7	5.5499652E7	2.0001099E8	1273297.9	1.5961512E8	8.894288E7	1.3324324E7	1.14615176E8	1.5442839E7	3.9237256E7	2.507068E8	2.9196947E8	4.22053E8	1.0633204E8	1.2312991E8	
XP_044390381.1	XP_044390381.1			856				1.0	0.999	52	501	171	2031	2	1	123	10	0	157	152	27	4	3	3	8	1	6	2	2	1	1	39	6	0	51	56	12	0	0	2	1	0	0	0	2	21	20	396	94	9	481	482	87	43	18	29	69	84	108	47	43	6.55235E8	1.8896894E8	3.0167642E9	2.987539E8	0.0	4.2034934E9	6.0156063E9	7.3597165E8	1.5527426E8	1.237267E7	2.0563538E7	1.851463E7	9568238.0	2.7703648E7	3465022.8	2.3687736E9	8.8324616E7	4.886655E7	3.0329123E8	9.718212E7	0.0	3.9311728E8	4.876514E8	1.2152802E8	1.5359494E8	3.6592938E8	6.370914E7	1.1294363E8	6.59767E7	5.080991E7	1.0248019E8	1.8884677E8	
